form_id,start_date,end_date,location_id,location_name,country,post_emergency,persons_per_handpump,persons_per_tap,liters_per_person_per_day,non_chlorinated_0_cfu,chlorinated_safe_water_quality,households_with_toilet,persons_per_toilet,persons_per_shower,persons_per_hygiene_promoter,refugee_pop,reporting_monthly,liters_per_person_household,potable_water_storage_10l,protected_water_sources,menstrual_hygiene_satisfaction,household_toilet,defecate_in_toilet,access_to_soap,solid_waste_disposal_access,reporting_annual
54418187,1/1/2024,12/31/2024,518,Dagahaley,Kenya,,,,,,,,,,,,,18.2,99,98,64,42,83,87,96,5/17/2024
54418188,1/1/2024,12/31/2024,519,Hagadera,Kenya,,,,,,,,,,,,,13.4,98,97,72,39,91,75,99,5/17/2024
54418189,1/1/2024,12/31/2024,520,Ifo,Kenya,,,,,,,,,,,,,15,99,87,63,43,89,69,95,5/17/2024
54418190,1/1/2024,12/31/2024,5105,Ifo 2,Kenya,,,,,,,,,,,,,12.9,100,100,100,22,49,13,98,5/17/2024
54414021,12/2/2024,12/29/2024,541,Buramino,Ethiopia,Post-emergency,,,9,,100,9,73,,,49000,20058,,,,,,,,,
54420986,9/2/2024,9/29/2024,209,Lovua settlement,Angola,Post-emergency,,89,23,,,57,7,20,1043,6262,19967,,,,,,,,,
54420051,9/2/2024,9/29/2024,445,Arbat,Iraq,Post-emergency,,,50,100,100,100,5,5,,9138,19967,,,,,,,,,
54420052,9/2/2024,9/29/2024,446,Basirma,Iraq,Post-emergency,,19,17,100,100,100,5,5,,9294,19967,,,,,,,,,
54420054,9/2/2024,9/29/2024,442,Kawergosk,Iraq,Post-emergency,,6,115,100,100,100,6,5,974,7795,19967,,,,,,,,,
54420055,9/2/2024,9/29/2024,444,Qushtapa,Iraq,Post-emergency,,7,98,100,100,100,6,6,95,8392,19967,,,,,,,,,
54419956,9/2/2024,9/29/2024,518,Dagahaley,Kenya,Post-emergency,,133,20,,99,53,9,,6206,111725,19967,,,,,,,,,
54419957,9/2/2024,9/29/2024,519,Hagadera,Kenya,Post-emergency,,176,18,,100,60,9,,4721,146356,19967,,,,,,,,,
54419958,9/2/2024,9/29/2024,520,Ifo,Kenya,Post-emergency,,89,17,,97,57,9,,5692,102459,19967,,,,,,,,,
54419959,9/2/2024,9/29/2024,5105,Ifo 2,Kenya,Post-emergency,,91,26,,100,15,18,,2455,22099,19967,,,,,,,,,
54419740,9/2/2024,9/29/2024,313,Dzaleka,Malawi,Post-emergency,741,86,13,,,75,5,7,1053,55829,19967,,,,,,,,,
54419158,7/29/2024,9/1/2024,209,Lovua settlement,Angola,Post-emergency,,90,16,,,61,7,20,1050,6304,19936,,,,,,,,,
54418768,7/29/2024,9/1/2024,543,Bambasi,Ethiopia,Post-emergency,,142,15,,100,41,12,17,1174,21137,19936,,,,,,,,,
54418771,7/29/2024,9/1/2024,525,Sherkole,Ethiopia,Post-emergency,7873,169,20,,100,33,12,11,1253,16295,19936,,,,,,,,,
54418773,7/29/2024,9/1/2024,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,198,15,,100,31,14,14,2403,43260,19936,,,,,,,,,
54420041,7/29/2024,9/1/2024,445,Arbat,Iraq,Post-emergency,,,54,100,100,100,5,5,,9138,19936,,,,,,,,,
54420043,7/29/2024,9/1/2024,446,Basirma,Iraq,Post-emergency,,19,17,100,100,100,5,5,,9294,19936,,,,,,,,,
54420047,7/29/2024,9/1/2024,442,Kawergosk,Iraq,Post-emergency,,6,122,100,100,100,6,5,974,7795,19936,,,,,,,,,
54420048,7/29/2024,9/1/2024,444,Qushtapa,Iraq,Post-emergency,,7,101,100,100,100,6,6,95,8392,19936,,,,,,,,,
54419822,7/29/2024,9/1/2024,518,Dagahaley,Kenya,Post-emergency,,133,19,,99,53,9,,6206,111725,19936,,,,,,,,,
54419823,7/29/2024,9/1/2024,519,Hagadera,Kenya,Post-emergency,,176,16,,99,60,9,,4721,146356,19936,,,,,,,,,
54419825,7/29/2024,9/1/2024,520,Ifo,Kenya,Post-emergency,,89,16,,99,57,9,,5692,102459,19936,,,,,,,,,
54419826,7/29/2024,9/1/2024,5105,Ifo 2,Kenya,Post-emergency,,91,19,,100,10,22,,2455,22099,19936,,,,,,,,,
54419689,7/29/2024,9/1/2024,313,Dzaleka,Malawi,Post-emergency,741,86,13,,,0,5,7,1045,55425,19936,,,,,,,,,
54418973,7/29/2024,9/1/2024,4889,Centre humanitaire Agadez,Niger,Emergency,,,19,,,0,52,105,,2958,19936,,,,,,,,,
54418969,7/29/2024,9/1/2024,4370,Chadakori,Niger,Post-emergency,,212,4,,,7,25,49,278,4461,19936,,,,,,,,,
54418971,7/29/2024,9/1/2024,4369,Dandaji Makao,Niger,Post-emergency,,302,8,,,8,19,34,188,3016,19936,,,,,,,,,
54418972,7/29/2024,9/1/2024,4371,Garin Kaka,Niger,Post-emergency,,130,15,,,17,13,33,113,1816,19936,,,,,,,,,
54418778,7/29/2024,9/1/2024,629,Kigeme,Rwanda,Post-emergency,,81,17,,100,0,34,42,818,14734,19936,,,,,,,,,
54419085,7/29/2024,9/1/2024,627,Kiziba,Rwanda,Post-emergency,,43,35,,100,0,21,60,319,14699,19936,,,,,,,,,
54419090,7/29/2024,9/1/2024,631,Mahama,Rwanda,Post-emergency,,83,21,100,100,0,19,19,620,63942,19936,,,,,,,,,
54418774,7/29/2024,9/1/2024,630,Mugombwa,Rwanda,Post-emergency,,76,23,,100,0,26,37,,11932,19936,,,,,,,,,
54419101,7/29/2024,9/1/2024,628,Nyabiheke,Rwanda,Post-emergency,,76,17,,97,0,16,40,322,11950,19936,,,,,,,,,
54418435,7/1/2024,7/28/2024,209,Lovua settlement,Angola,Post-emergency,,57,16,,,62,7,17,1047,6283,19905,,,,,,,,,
54418732,7/1/2024,7/28/2024,543,Bambasi,Ethiopia,Post-emergency,,141,19,,100,41,12,17,1172,21096,19905,,,,,,,,,
54418734,7/1/2024,7/28/2024,525,Sherkole,Ethiopia,Post-emergency,7826,168,13,,100,33,12,11,1242,16154,19905,,,,,,,,,
54418735,7/1/2024,7/28/2024,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,199,11,,100,31,14,14,2421,43580,19905,,,,,,,,,
54418779,7/1/2024,7/28/2024,445,Arbat,Iraq,Post-emergency,,,54,100,100,100,5,5,,9138,19905,,,,,,,,,
54418780,7/1/2024,7/28/2024,446,Basirma,Iraq,Post-emergency,,19,17,100,100,100,5,5,,9294,19905,,,,,,,,,
54418791,7/1/2024,7/28/2024,442,Kawergosk,Iraq,Post-emergency,,6,122,100,100,100,6,5,974,7795,19905,,,,,,,,,
54418792,7/1/2024,7/28/2024,444,Qushtapa,Iraq,Post-emergency,,7,101,100,100,100,6,6,95,8392,19905,,,,,,,,,
54419818,7/1/2024,7/28/2024,518,Dagahaley,Kenya,Post-emergency,,133,18,,98,53,9,,9310,111725,19905,,,,,,,,,
54419819,7/1/2024,7/28/2024,519,Hagadera,Kenya,Post-emergency,,176,14,,99,60,9,,12196,146356,19905,,,,,,,,,
54419820,7/1/2024,7/28/2024,520,Ifo,Kenya,Post-emergency,,89,16,,96,57,9,,8538,102459,19905,,,,,,,,,
54419821,7/1/2024,7/28/2024,5105,Ifo 2,Kenya,Post-emergency,,91,18,,,10,22,,3683,22099,19905,,,,,,,,,
54418074,7/1/2024,7/28/2024,313,Dzaleka,Malawi,Post-emergency,762,86,14,,91,84,4,6,942,49948,19905,,,,,,,,,
54418327,7/1/2024,7/28/2024,696,Abala,Niger,Post-emergency,,134,13,,,15,22,66,1571,11000,19905,,,,,,,,,
54418331,7/1/2024,7/28/2024,472,Ayerou,Niger,Post-emergency,,250,8,,,0,120,111,1285,9000,19905,,,,,,,,,
54417959,7/1/2024,7/28/2024,4889,Centre humanitaire Agadez,Niger,Emergency,,,20,,,0,50,101,,2837,19905,,,,,,,,,
54417813,7/1/2024,7/28/2024,4370,Chadakori,Niger,Post-emergency,,252,6,,,8,29,58,330,5282,19905,,,,,,,,,
54417814,7/1/2024,7/28/2024,4369,Dandaji Makao,Niger,Post-emergency,,418,9,,,8,27,48,261,4180,19905,,,,,,,,,
54417815,7/1/2024,7/28/2024,4371,Garin Kaka,Niger,Post-emergency,,210,12,,,13,20,54,183,2937,19905,,,,,,,,,
54418329,7/1/2024,7/28/2024,4382,Ouallam,Niger,Post-emergency,,98,16,,,27,15,101,,6467,19905,,,,,,,,,
54418078,7/1/2024,7/28/2024,3926,Sayam Forage,Niger,Post-emergency,,294,10,,100,14,24,149,3463,31174,19905,,,,,,,,,
54418777,7/1/2024,7/28/2024,629,Kigeme,Rwanda,Post-emergency,,81,17,,100,0,34,42,817,14715,19905,,,,,,,,,
54418726,7/1/2024,7/28/2024,627,Kiziba,Rwanda,Post-emergency,,43,41,,100,0,21,58,319,14681,19905,,,,,,,,,
54419089,7/1/2024,7/28/2024,631,Mahama,Rwanda,Post-emergency,,83,20,100,100,0,19,19,618,63722,19905,,,,,,,,,
54418770,7/1/2024,7/28/2024,630,Mugombwa,Rwanda,Post-emergency,,75,23,,100,0,26,37,,11915,19905,,,,,,,,,
54418712,7/1/2024,7/28/2024,628,Nyabiheke,Rwanda,Post-emergency,,75,17,,100,0,16,40,322,11922,19905,,,,,,,,,
54418505,7/1/2024,7/28/2024,4287,Al Jameya,Sudan,Post-emergency,,257,12,,68,18,24,,1805,28882,19905,,,,,,,,,
54418233,7/1/2024,7/28/2024,3884,Al Kashafa,Sudan,Post-emergency,,198,8,,73,20,23,,1272,20357,19905,,,,,,,,,
54418231,7/1/2024,7/28/2024,3921,Al Redis 1,Sudan,Post-emergency,,216,13,,69,21,19,,954,15266,19905,,,,,,,,,
54418232,7/1/2024,7/28/2024,3922,Al Redis 2,Sudan,Post-emergency,,,,,,0,,,,,19905,,,,,,,,,
54418235,7/1/2024,7/28/2024,3923,Alagaya,Sudan,,,,,,,0,,,,,19905,,,,,,,,,
54417772,7/1/2024,7/28/2024,4706,Babikir,Sudan,Post-emergency,,54,18,,,28,8,8,1354,2709,19905,,,,,,,,,
54418236,7/1/2024,7/28/2024,3924,Dabat Bosin,Sudan,Post-emergency,,386,4,,76,5,68,,1800,28802,19905,,,,,,,,,
54418234,7/1/2024,7/28/2024,3920,Jouri,Sudan,Post-emergency,,229,9,,90,11,33,,,14620,19905,,,,,,,,,
54418229,7/1/2024,7/28/2024,4286,Khor Alwarel,Sudan,Post-emergency,,,,,,0,,,,,19905,,,,,,,,,
54417771,7/1/2024,7/28/2024,4720,Tunaydba,Sudan,Post-emergency,,51,23,,16,14,7,9,515,22677,19905,,,,,,,,,
54417769,7/1/2024,7/28/2024,567,Um Gargour,Sudan,Post-emergency,,180,37,,100,1,114,685,7541,15082,19905,,,,,,,,,
54417770,7/1/2024,7/28/2024,4719,Um Rakuba,Sudan,Post-emergency,,51,23,,93,11,9,8,606,16993,19905,,,,,,,,,
54418230,7/1/2024,7/28/2024,3925,Um Sangour,Sudan,Post-emergency,,,,,,0,,,,,19905,,,,,,,,,
54417494,6/3/2024,6/30/2024,209,Lovua settlement,Angola,Post-emergency,,56,16,,,62,7,17,1044,6268,19875,,,,,,,,,
54417496,6/3/2024,6/30/2024,543,Bambasi,Ethiopia,Post-emergency,,141,17,,100,41,12,17,1169,21043,19875,,,,,,,,,
54417498,6/3/2024,6/30/2024,525,Sherkole,Ethiopia,Post-emergency,7900,169,11,,100,33,12,11,1243,16160,19875,,,,,,,,,
54417499,6/3/2024,6/30/2024,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,200,17,,100,31,14,14,2432,43789,19875,,,,,,,,,
54417583,6/3/2024,6/30/2024,445,Arbat,Iraq,Post-emergency,,,58,100,100,100,5,5,,9138,19875,,,,,,,,,
54417579,6/3/2024,6/30/2024,446,Basirma,Iraq,Post-emergency,,19,19,100,100,100,5,5,,9294,19875,,,,,,,,,
54417581,6/3/2024,6/30/2024,442,Kawergosk,Iraq,Post-emergency,,6,127,100,100,100,6,5,974,7795,19875,,,,,,,,,
54417582,6/3/2024,6/30/2024,444,Qushtapa,Iraq,Post-emergency,,7,104,100,100,100,6,6,95,8392,19875,,,,,,,,,
54417232,6/3/2024,6/30/2024,518,Dagahaley,Kenya,Post-emergency,,133,18,,97,53,9,,9310,111725,19875,,,,,,,,,
54417233,6/3/2024,6/30/2024,519,Hagadera,Kenya,Post-emergency,,176,14,,92,60,9,,12196,146356,19875,,,,,,,,,
54417234,6/3/2024,6/30/2024,520,Ifo,Kenya,Post-emergency,,89,13,,99,57,9,,8538,102459,19875,,,,,,,,,
54417235,6/3/2024,6/30/2024,5105,Ifo 2,Kenya,Post-emergency,,91,19,,,10,22,,3683,22099,19875,,,,,,,,,
54417391,6/3/2024,6/30/2024,313,Dzaleka,Malawi,Post-emergency,762,124,16,97,100,84,4,6,933,49473,19875,,,,,,,,,
54418326,6/3/2024,6/30/2024,696,Abala,Niger,Post-emergency,,153,14,,,16,22,70,1664,11650,19875,,,,,,,,,
54418330,6/3/2024,6/30/2024,472,Ayerou,Niger,Post-emergency,,250,8,,,0,120,111,1285,9000,19875,,,,,,,,,
54416951,6/3/2024,6/30/2024,4889,Centre humanitaire Agadez,Niger,Emergency,,,22,,,0,45,90,,2791,19875,,,,,,,,,
54416952,6/3/2024,6/30/2024,4370,Chadakori,Niger,Post-emergency,,252,7,,,8,29,58,330,5282,19875,,,,,,,,,
54416953,6/3/2024,6/30/2024,4369,Dandaji Makao,Niger,Post-emergency,,418,9,,,8,27,48,261,4180,19875,,,,,,,,,
54416954,6/3/2024,6/30/2024,4371,Garin Kaka,Niger,Post-emergency,,210,13,,,13,20,54,183,2937,19875,,,,,,,,,
54418328,6/3/2024,6/30/2024,4382,Ouallam,Niger,Post-emergency,,98,12,,,27,15,101,,6467,19875,,,,,,,,,
54418079,6/3/2024,6/30/2024,3926,Sayam Forage,Niger,Post-emergency,,294,10,,,14,23,149,3463,31174,19875,,,,,,,,,
54416930,6/3/2024,6/30/2024,629,Kigeme,Rwanda,Post-emergency,,81,17,,100,0,34,42,816,14695,19875,,,,,,,,,
54418725,6/3/2024,6/30/2024,627,Kiziba,Rwanda,Post-emergency,,42,44,,100,0,21,57,312,14372,19875,,,,,,,,,
54419088,6/3/2024,6/30/2024,631,Mahama,Rwanda,Post-emergency,,82,20,100,100,0,19,19,617,63613,19875,,,,,,,,,
54416929,6/3/2024,6/30/2024,630,Mugombwa,Rwanda,Post-emergency,,75,23,,100,0,26,37,,11895,19875,,,,,,,,,
54418711,6/3/2024,6/30/2024,628,Nyabiheke,Rwanda,Post-emergency,,75,17,,100,0,16,40,320,11866,19875,,,,,,,,,
54418504,6/3/2024,6/30/2024,4287,Al Jameya,Sudan,Post-emergency,,257,12,,67,18,24,,1805,28882,19875,,,,,,,,,
54418547,6/3/2024,6/30/2024,3884,Al Kashafa,Sudan,Post-emergency,,198,8,,68,20,23,,,20357,19875,,,,,,,,,
54418553,6/3/2024,6/30/2024,3921,Al Redis 1,Sudan,Post-emergency,,216,14,,68,21,19,,954,15266,19875,,,,,,,,,
54418533,6/3/2024,6/30/2024,3922,Al Redis 2,Sudan,Post-emergency,,228,7,,76,7,48,,2503,40048,19875,,,,,,,,,
54418497,6/3/2024,6/30/2024,3923,Alagaya,Sudan,Post-emergency,,310,7,,0,3,112,,3864,61827,19875,,,,,,,,,
54416883,6/3/2024,6/30/2024,4706,Babikir,Sudan,Post-emergency,,50,24,,,28,8,8,1349,2698,19875,,,,,,,,,
54418486,6/3/2024,6/30/2024,3924,Dabat Bosin,Sudan,Post-emergency,,425,4,,69,5,71,,,28802,19875,,,,,,,,,
54418541,6/3/2024,6/30/2024,3920,Jouri,Sudan,Post-emergency,,229,10,,83,11,33,,,14620,19875,,,,,,,,,
54418511,6/3/2024,6/30/2024,4286,Khor Alwarel,Sudan,Post-emergency,,289,8,,67,0,197,,3447,55164,19875,,,,,,,,,
54416815,6/3/2024,6/30/2024,4333,Sirajiya,Sudan,Post-emergency,,,0,,,0,,,,6000,19875,,,,,,,,,
54416881,6/3/2024,6/30/2024,4720,Tunaydba,Sudan,Post-emergency,,45,31,,63,14,7,9,513,22610,19875,,,,,,,,,
54416880,6/3/2024,6/30/2024,567,Um Gargour,Sudan,Post-emergency,,176,38,,100,23,16,671,1231,14778,19875,,,,,,,,,
54416879,6/3/2024,6/30/2024,4719,Um Rakuba,Sudan,Post-emergency,,50,23,,100,11,9,8,331,16902,19875,,,,,,,,,
54418526,6/3/2024,6/30/2024,3925,Um Sangour,Sudan,Post-emergency,,,5,,66,6,70,,4254,68078,19875,,,,,,,,,
54417246,4/29/2024,6/2/2024,209,Lovua settlement,Angola,Post-emergency,,56,17,,,62,7,17,1037,6222,19844,,,,,,,,,
54416279,4/29/2024,6/2/2024,543,Bambasi,Ethiopia,Post-emergency,,141,21,,100,29,17,17,1168,21025,19844,,,,,,,,,
54416281,4/29/2024,6/2/2024,525,Sherkole,Ethiopia,Post-emergency,7820,168,9,,100,33,12,11,1241,16134,19844,,,,,,,,,
54416282,4/29/2024,6/2/2024,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,200,11,,100,31,14,14,2432,43776,19844,,,,,,,,,
54416843,4/29/2024,6/2/2024,445,Arbat,Iraq,Post-emergency,,,58,100,100,100,5,5,,9138,19844,,,,,,,,,
54415682,4/29/2024,6/2/2024,446,Basirma,Iraq,Post-emergency,,19,19,100,100,100,5,5,,9294,19844,,,,,,,,,
54415684,4/29/2024,6/2/2024,442,Kawergosk,Iraq,Post-emergency,,6,127,100,100,100,6,5,974,7795,19844,,,,,,,,,
54415685,4/29/2024,6/2/2024,444,Qushtapa,Iraq,Post-emergency,,7,104,100,100,100,6,6,95,8392,19844,,,,,,,,,
54417227,4/29/2024,6/2/2024,518,Dagahaley,Kenya,Post-emergency,,133,18,,99,53,9,,9310,111725,19844,,,,,,,,,
54417228,4/29/2024,6/2/2024,519,Hagadera,Kenya,Post-emergency,,176,13,,92,60,9,,12196,146356,19844,,,,,,,,,
54417230,4/29/2024,6/2/2024,520,Ifo,Kenya,Post-emergency,,89,14,,99,57,9,,8538,102459,19844,,,,,,,,,
54417231,4/29/2024,6/2/2024,5105,Ifo 2,Kenya,Post-emergency,,91,18,,,10,22,,3683,22099,19844,,,,,,,,,
54415845,4/29/2024,6/2/2024,313,Dzaleka,Malawi,Post-emergency,762,124,16,97,100,84,4,6,927,49140,19844,,,,,,,,,
54415991,4/29/2024,6/2/2024,696,Abala,Niger,Post-emergency,,153,13,,,17,21,45,1664,11650,19844,,,,,,,,,
54415993,4/29/2024,6/2/2024,472,Ayerou,Niger,Post-emergency,,250,3,,,0,120,111,1285,9000,19844,,,,,,,,,
54416571,4/29/2024,6/2/2024,4889,Centre humanitaire Agadez,Niger,Emergency,,,23,,,0,46,90,,2725,19844,,,,,,,,,
54416572,4/29/2024,6/2/2024,4370,Chadakori,Niger,Post-emergency,,252,4,,,8,29,58,330,5282,19844,,,,,,,,,
54416573,4/29/2024,6/2/2024,4369,Dandaji Makao,Niger,Post-emergency,,418,4,,,8,27,48,261,4180,19844,,,,,,,,,
54416574,4/29/2024,6/2/2024,4371,Garin Kaka,Niger,Post-emergency,,210,13,,,13,20,54,183,2937,19844,,,,,,,,,
54415992,4/29/2024,6/2/2024,4382,Ouallam,Niger,Post-emergency,,98,14,,,28,15,101,,6467,19844,,,,,,,,,
54416334,4/29/2024,6/2/2024,629,Kigeme,Rwanda,Post-emergency,,81,16,,100,0,34,42,815,14681,19844,,,,,,,,,
54418722,4/29/2024,6/2/2024,627,Kiziba,Rwanda,Post-emergency,,62,34,,100,0,21,59,323,14893,19844,,,,,,,,,
54419087,4/29/2024,6/2/2024,631,Mahama,Rwanda,Post-emergency,,82,20,100,100,0,19,19,616,63484,19844,,,,,,,,,
54416333,4/29/2024,6/2/2024,630,Mugombwa,Rwanda,Post-emergency,,75,24,,100,0,26,37,,11878,19844,,,,,,,,,
54418710,4/29/2024,6/2/2024,628,Nyabiheke,Rwanda,Post-emergency,,75,15,,100,0,16,40,321,11882,19844,,,,,,,,,
54416043,4/29/2024,6/2/2024,561,Abuda,Sudan,Post-emergency,,66,55,,,60,6,,,3560,19844,,,,,,,,,
54418503,4/29/2024,6/2/2024,4287,Al Jameya,Sudan,Post-emergency,,257,12,,70,18,24,,1805,28882,19844,,,,,,,,,
54418546,4/29/2024,6/2/2024,3884,Al Kashafa,Sudan,Post-emergency,,198,9,,87,20,23,,,20357,19844,,,,,,,,,
54418552,4/29/2024,6/2/2024,3921,Al Redis 1,Sudan,Post-emergency,,216,14,,73,21,19,,954,15266,19844,,,,,,,,,
54418532,4/29/2024,6/2/2024,3922,Al Redis 2,Sudan,Post-emergency,,228,7,,73,7,48,,2503,40048,19844,,,,,,,,,
54418496,4/29/2024,6/2/2024,3923,Alagaya,Sudan,Post-emergency,,310,7,,78,3,112,,3864,61827,19844,,,,,,,,,
54415797,4/29/2024,6/2/2024,4706,Babikir,Sudan,Post-emergency,,66,19,,,36,10,10,1587,3174,19844,,,,,,,,,
54418487,4/29/2024,6/2/2024,3924,Dabat Bosin,Sudan,Post-emergency,,425,6,,67,4,79,,,28802,19844,,,,,,,,,
54416044,4/29/2024,6/2/2024,563,Girba,Sudan,Post-emergency,,214,34,,,45,9,,,6409,19844,,,,,,,,,
54418540,4/29/2024,6/2/2024,3920,Jouri,Sudan,Post-emergency,,229,10,,86,11,33,,,14620,19844,,,,,,,,,
54418510,4/29/2024,6/2/2024,4286,Khor Alwarel,Sudan,Post-emergency,,289,9,,69,0,197,,3447,55164,19844,,,,,,,,,
54416045,4/29/2024,6/2/2024,564,Kilo 26,Sudan,Post-emergency,,328,44,,,50,8,,,9848,19844,,,,,,,,,
54416049,4/29/2024,6/2/2024,565,Shagarab I,Sudan,Post-emergency,,565,13,,,7,33,,,50812,19844,,,,,,,,,
54415788,4/29/2024,6/2/2024,4720,Tunaydba,Sudan,Post-emergency,,47,31,,56,16,8,10,539,23746,19844,,,,,,,,,
54415796,4/29/2024,6/2/2024,567,Um Gargour,Sudan,Post-emergency,,228,25,,0,29,15,17,1232,14794,19844,,,,,,,,,
54415424,4/29/2024,6/2/2024,4719,Um Rakuba,Sudan,Post-emergency,,51,22,,61,12,9,8,339,17300,19844,,,,,,,,,
54418525,4/29/2024,6/2/2024,3925,Um Sangour,Sudan,Post-emergency,,,5,,67,6,70,,4254,68078,19844,,,,,,,,,
54416052,4/29/2024,6/2/2024,568,Wad Sharife,Sudan,Post-emergency,,134,26,,,42,9,,,18488,19844,,,,,,,,,
54415632,4/29/2024,6/2/2024,516,Nyarugusu,Tanzania,Post-emergency,,103,25,,89,74,6,,1532,136397,19844,,,,,,,,,
54414724,4/1/2024,4/28/2024,209,Lovua settlement,Angola,Post-emergency,,56,16,,,57,8,17,1034,6208,19814,,,,,,,,,
54415255,4/1/2024,4/28/2024,543,Bambasi,Ethiopia,Post-emergency,,141,23,,100,53,9,,1164,20956,19814,,,,,,,,,
54414008,4/1/2024,4/28/2024,532,Sheder,Ethiopia,Post-emergency,,1288,19,100,0,0,,8,723,14463,19814,,,,,,,,,
54415257,4/1/2024,4/28/2024,525,Sherkole,Ethiopia,Post-emergency,7855,168,18,,100,34,12,11,1249,16240,19814,,,,,,,,,
54415258,4/1/2024,4/28/2024,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,199,18,,100,31,14,14,2421,43579,19814,,,,,,,,,
54415085,4/1/2024,4/28/2024,445,Arbat,Iraq,Post-emergency,,,60,100,100,100,5,5,,9136,19814,,,,,,,,,
54415086,4/1/2024,4/28/2024,446,Basirma,Iraq,Post-emergency,,19,20,100,100,100,5,5,,9294,19814,,,,,,,,,
54415088,4/1/2024,4/28/2024,442,Kawergosk,Iraq,Post-emergency,,6,128,100,100,100,6,5,974,7795,19814,,,,,,,,,
54415089,4/1/2024,4/28/2024,444,Qushtapa,Iraq,Post-emergency,,7,108,100,100,100,6,6,95,8392,19814,,,,,,,,,
54415376,4/1/2024,4/28/2024,518,Dagahaley,Kenya,Post-emergency,,133,19,,90,53,9,,9310,111725,19814,,,,,,,,,
54415377,4/1/2024,4/28/2024,519,Hagadera,Kenya,Post-emergency,,176,15,,92,60,9,,12196,146356,19814,,,,,,,,,
54415378,4/1/2024,4/28/2024,520,Ifo,Kenya,Post-emergency,,89,15,,0,57,9,,8538,102459,19814,,,,,,,,,
54415379,4/1/2024,4/28/2024,5105,Ifo 2,Kenya,Post-emergency,,91,21,,,11,22,,3683,22099,19814,,,,,,,,,
54414681,4/1/2024,4/28/2024,313,Dzaleka,Malawi,Post-emergency,758,116,15,83,100,85,4,6,921,48855,19814,,,,,,,,,
54415949,4/1/2024,4/28/2024,696,Abala,Niger,Post-emergency,,171,11,,,17,21,45,1664,11650,19814,,,,,,,,,
54415990,4/1/2024,4/28/2024,472,Ayerou,Niger,Post-emergency,,250,10,,,0,600,1285,1285,9000,19814,,,,,,,,,
54415466,4/1/2024,4/28/2024,4889,Centre humanitaire Agadez,Niger,Emergency,,,22,,,0,46,92,,2686,19814,,,,,,,,,
54415467,4/1/2024,4/28/2024,4370,Chadakori,Niger,Post-emergency,,252,15,,,8,29,58,330,5282,19814,,,,,,,,,
54415468,4/1/2024,4/28/2024,4369,Dandaji Makao,Niger,Post-emergency,,418,16,,,8,27,48,261,4180,19814,,,,,,,,,
54415469,4/1/2024,4/28/2024,4371,Garin Kaka,Niger,Post-emergency,,210,18,,,13,20,54,183,2937,19814,,,,,,,,,
54415952,4/1/2024,4/28/2024,4382,Ouallam,Niger,Post-emergency,,98,16,,,28,15,101,,6500,19814,,,,,,,,,
54415470,4/1/2024,4/28/2024,3926,Sayam Forage,Niger,Post-emergency,,266,10,,,13,24,149,15587,31174,19814,,,,,,,,,
54414808,4/1/2024,4/28/2024,629,Kigeme,Rwanda,Post-emergency,,81,15,,100,0,34,42,815,14673,19814,,,,,,,,,
54418719,4/1/2024,4/28/2024,627,Kiziba,Rwanda,Post-emergency,,62,34,,100,0,21,59,323,14893,19814,,,,,,,,,
54419086,4/1/2024,4/28/2024,631,Mahama,Rwanda,Post-emergency,,82,20,100,100,0,19,19,615,63392,19814,,,,,,,,,
54416332,4/1/2024,4/28/2024,630,Mugombwa,Rwanda,Post-emergency,,75,23,,100,0,26,37,,11857,19814,,,,,,,,,
54418709,4/1/2024,4/28/2024,628,Nyabiheke,Rwanda,Post-emergency,,76,14,,97,0,16,40,323,11957,19814,,,,,,,,,
54414745,4/1/2024,4/28/2024,561,Abuda,Sudan,Post-emergency,,66,30,,,60,6,,,3560,19814,,,,,,,,,
54418502,4/1/2024,4/28/2024,4287,Al Jameya,Sudan,Post-emergency,,257,12,,97,18,24,,1805,28882,19814,,,,,,,,,
54418545,4/1/2024,4/28/2024,3884,Al Kashafa,Sudan,Post-emergency,,198,9,,91,20,23,,,20357,19814,,,,,,,,,
54418551,4/1/2024,4/28/2024,3921,Al Redis 1,Sudan,Post-emergency,,216,14,,94,21,19,,954,15266,19814,,,,,,,,,
54418531,4/1/2024,4/28/2024,3922,Al Redis 2,Sudan,Post-emergency,,228,7,,94,7,48,,2503,40048,19814,,,,,,,,,
54418495,4/1/2024,4/28/2024,3923,Alagaya,Sudan,Post-emergency,,296,5,,81,3,112,,3864,61827,19814,,,,,,,,,
54418488,4/1/2024,4/28/2024,3924,Dabat Bosin,Sudan,Post-emergency,,425,4,,67,0,154,162,1800,28802,19814,,,,,,,,,
54414746,4/1/2024,4/28/2024,563,Girba,Sudan,Post-emergency,,214,28,,,45,9,,,6409,19814,,,,,,,,,
54418539,4/1/2024,4/28/2024,3920,Jouri,Sudan,Post-emergency,,229,9,,89,11,33,,,14620,19814,,,,,,,,,
54418509,4/1/2024,4/28/2024,4286,Khor Alwarel,Sudan,Post-emergency,,289,9,,85,0,197,,3447,55164,19814,,,,,,,,,
