form_id,start_date,end_date,location_id,location_name,country,post_emergency,persons_per_handpump,persons_per_tap,liters_per_person_per_day,non_chlorinated_0_cfu,chlorinated_safe_water_quality,households_with_toilet,persons_per_toilet,persons_per_shower,persons_per_hygiene_promoter,refugee_pop,reporting_monthly,liters_per_person_household,potable_water_storage_10l,protected_water_sources,menstrual_hygiene_satisfaction,household_toilet,defecate_in_toilet,access_to_soap,solid_waste_disposal_access,reporting_annual
54393659,5/29/2023,7/2/2023,602,Ali Adde,Djibouti,Post-emergency,,77,19,,100,27,13,,4283,17134,19509,,,,,,,,,
54393668,5/29/2023,7/2/2023,603,Holl Holl,Djibouti,Post-emergency,,79,16,,,13,24,3594,3594,7188,19509,,,,,,,,,
54389624,5/29/2023,7/2/2023,543,Bambasi,Ethiopia,Post-emergency,,137,18,,100,30,16,,1852,20373,19509,,,,,,,,,
54389645,5/29/2023,7/2/2023,533,Bokolmanyo,Ethiopia,Post-emergency,,,15,,86,0,,,,32262,19509,,,,,,,,,
54389695,5/29/2023,7/2/2023,541,Buramino,Ethiopia,Post-emergency,,,11,,100,8,71,,,47314,19509,,,,,,,,,
54389686,5/29/2023,7/2/2023,537,Hilaweyn,Ethiopia,Post-emergency,,,15,,100,7,68,,,49212,19509,,,,,,,,,
54389677,5/29/2023,7/2/2023,536,Kobe,Ethiopia,Post-emergency,,,18,,69,8,50,,,38365,19509,,,,,,,,,
54389651,5/29/2023,7/2/2023,535,Melkadida,Ethiopia,Post-emergency,,,12,,73,15,26,,,41854,19509,,,,,,,,,
54406771,5/29/2023,7/2/2023,4015,Nguenyyiel,Ethiopia,Post-emergency,,160,14,,100,16,26,19,1098,112003,19509,,,,,,,,,
54389625,5/29/2023,7/2/2023,525,Sherkole,Ethiopia,Post-emergency,,130,16,,100,36,11,,1166,14002,19509,,,,,,,,,
54407697,5/29/2023,7/2/2023,546,Tierkidi,Ethiopia,Post-emergency,,220,13,,100,21,24,304,2414,72447,19509,,,,,,,,,
54389626,5/29/2023,7/2/2023,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,176,15,,100,31,14,14,2278,43298,19509,,,,,,,,,
54389587,5/29/2023,7/2/2023,445,Arbat,Iraq,Post-emergency,,,68,100,100,100,5,5,,9114,19509,,,,,,,,,
54389598,5/29/2023,7/2/2023,446,Basirma,Iraq,Post-emergency,,5,77,100,100,100,6,5,761,2283,19509,,,,,,,,,
54389602,5/29/2023,7/2/2023,442,Kawergosk,Iraq,Post-emergency,,6,124,100,100,100,6,5,971,7775,19509,,,,,,,,,
54389603,5/29/2023,7/2/2023,444,Qushtapa,Iraq,Post-emergency,,7,110,100,100,100,6,6,95,8375,19509,,,,,,,,,
54389800,5/29/2023,7/2/2023,518,Dagahaley,Kenya,Post-emergency,,151,18,,98,46,10,,3026,127104,19509,,,,,,,,,
54389801,5/29/2023,7/2/2023,519,Hagadera,Kenya,Post-emergency,,151,16,,95,62,8,,1495,125601,19509,,,,,,,,,
54389802,5/29/2023,7/2/2023,520,Ifo,Kenya,Post-emergency,,97,21,,100,47,10,,2641,110956,19509,,,,,,,,,
54388590,5/29/2023,7/2/2023,313,Dzaleka,Malawi,Post-emergency,881,117,12,,,0,226,,2312,46247,19509,,,,,,,,,
54391163,5/29/2023,7/2/2023,696,Abala,Niger,Post-emergency,,114,12,,,16,19,26,228,10500,19509,,,,,,,,,
54388613,5/29/2023,7/2/2023,4370,Chadakori,Niger,Post-emergency,,152,10,,,0,35,35,199,3190,19509,,,,,,,,,
54388614,5/29/2023,7/2/2023,4369,Dandaji Makao,Niger,Post-emergency,,279,6,,,0,33,32,174,2789,19509,,,,,,,,,
54388615,5/29/2023,7/2/2023,4371,Garin Kaka,Niger,Post-emergency,,115,27,,,0,25,29,100,1604,19509,,,,,,,,,
54391166,5/29/2023,7/2/2023,4382,Ouallam,Niger,Post-emergency,,87,19,,,18,24,24,2095,6287,19509,,,,,,,,,
54406360,5/29/2023,7/2/2023,3926,Sayam Forage,Niger,Post-emergency,,374,8,,,11,29,158,16497,32994,19509,,,,,,,,,
54391205,5/29/2023,7/2/2023,4251,Adagom,Nigeria,Post-emergency,,82,11,100,33,8,22,34,1001,10010,19509,,,,,,,,,
54392206,5/29/2023,7/2/2023,4674,Ikyogen,Nigeria,Post-emergency,,219,9,100,100,14,34,33,1238,7430,19509,,,,,,,,,
54390308,5/29/2023,7/2/2023,629,Kigeme,Rwanda,Post-emergency,,81,16,,100,0,34,43,817,14711,19509,,,,,,,,,
54388408,5/29/2023,7/2/2023,627,Kiziba,Rwanda,Post-emergency,,73,34,,100,0,21,61,332,15292,19509,,,,,,,,,
54398900,5/29/2023,7/2/2023,631,Mahama,Rwanda,Post-emergency,,0,,,,0,0,0,0,,19509,,,,,,,,,
54390309,5/29/2023,7/2/2023,630,Mugombwa,Rwanda,Post-emergency,,74,23,,100,0,25,36,726,11628,19509,,,,,,,,,
54390093,5/29/2023,7/2/2023,628,Nyabiheke,Rwanda,Post-emergency,,76,15,,97,0,17,40,326,12091,19509,,,,,,,,,
54387800,5/29/2023,7/2/2023,686,Ajoung Thok,South Sudan,Post-emergency,,360,26,,0,0,6,6,502,39199,19509,,,,,,,,,
54387801,5/29/2023,7/2/2023,3886,Pamir,South Sudan,Post-emergency,,485,38,,0,56,8,9,741,39301,19509,,,,,,,,,
54388633,5/29/2023,7/2/2023,4336,Abu Jubaiha Town,Sudan,Post-emergency,979,,1,,,37,11,29,146,2937,19509,,,,,,,,,
54389599,5/29/2023,7/2/2023,561,Abuda,Sudan,Post-emergency,,65,34,,,60,6,,,3530,19509,,,,,,,,,
54388636,5/29/2023,7/2/2023,4334,Abunowara,Sudan,Post-emergency,,,0,,,73,5,18,24,367,19509,,,,,,,,,
54394468,5/29/2023,7/2/2023,4287,Al Jameya,Sudan,Post-emergency,,214,20,,72,28,15,,1113,17823,19509,,,,,,,,,
54394469,5/29/2023,7/2/2023,3884,Al Kashafa,Sudan,Post-emergency,,218,12,,74,27,18,,1133,18133,19509,,,,,,,,,
54394470,5/29/2023,7/2/2023,3921,Al Redis 1,Sudan,Post-emergency,,189,23,,81,28,14,,722,11565,19509,,,,,,,,,
54394444,5/29/2023,7/2/2023,3922,Al Redis 2,Sudan,Post-emergency,,164,11,,80,10,35,,1721,27543,19509,,,,,,,,,
54394360,5/29/2023,7/2/2023,3923,Alagaya,Sudan,Post-emergency,,,0,,,0,,,,54031,19509,,,,,,,,,
54388519,5/29/2023,7/2/2023,4706,Babikir,Sudan,Post-emergency,,95,12,,57,17,13,50,300,3000,19509,,,,,,,,,
54394467,5/29/2023,7/2/2023,3924,Dabat Bosin,Sudan,Post-emergency,,350,9,,84,6,66,,1079,17270,19509,,,,,,,,,
54388637,5/29/2023,7/2/2023,4329,Dar Batti,Sudan,Post-emergency,3969,529,9,,,22,18,317,264,15877,19509,,,,,,,,,
54388640,5/29/2023,7/2/2023,4330,"Elleri West7 (Dar Batti, El Gokhop and Um Kawarow)",Sudan,Post-emergency,75,,106,,,78,5,45,11,450,19509,,,,,,,,,
54388518,5/29/2023,7/2/2023,562,Fau 5,Sudan,Post-emergency,,15,34,,75,50,7,8,170,850,19509,,,,,,,,,
54388641,5/29/2023,7/2/2023,4331,Gedied,Sudan,Post-emergency,,,0,,,25,14,79,144,1584,19509,,,,,,,,,
54389590,5/29/2023,7/2/2023,563,Girba,Sudan,Post-emergency,,211,36,,,45,9,,,6344,19509,,,,,,,,,
54388642,5/29/2023,7/2/2023,4332,Gurayd,Sudan,Post-emergency,,,0,,,37,10,119,119,1190,19509,,,,,,,,,
54389705,5/29/2023,7/2/2023,3920,Jouri,Sudan,Post-emergency,,226,11,,91,11,34,,978,14674,19509,,,,,,,,,
54394345,5/29/2023,7/2/2023,4286,Khor Alwarel,Sudan,Post-emergency,,281,7,,85,0,192,,3357,53720,19509,,,,,,,,,
54389593,5/29/2023,7/2/2023,564,Kilo 26,Sudan,Post-emergency,,328,31,,,50,8,,,9833,19509,,,,,,,,,
54389594,5/29/2023,7/2/2023,565,Shagarab I,Sudan,Post-emergency,,413,12,,,14,16,,,63527,19509,,,,,,,,,
54388644,5/29/2023,7/2/2023,4333,Sirajiya,Sudan,Post-emergency,,,8,,,21,18,49,130,5882,19509,,,,,,,,,
54388503,5/29/2023,7/2/2023,567,Um Gargour,Sudan,Post-emergency,,297,23,,40,62,8,8,623,12461,19509,,,,,,,,,
54388512,5/29/2023,7/2/2023,4719,Um Rakuba,Sudan,Post-emergency,,46,27,,46,10,9,16,445,16465,19509,,,,,,,,,
54394315,5/29/2023,7/2/2023,3925,Um Sangour,Sudan,Post-emergency,,343,8,,83,7,63,,3733,59729,19509,,,,,,,,,
54389596,5/29/2023,7/2/2023,568,Wad Sharife,Sudan,Post-emergency,,129,28,,,42,9,,,17789,19509,,,,,,,,,
54388440,5/29/2023,7/2/2023,509,Nduta,Tanzania,Post-emergency,,77,39,,74,88,5,,884,76947,19509,,,,,,,,,
54388596,5/29/2023,7/2/2023,4296,Nyarugusu Burundian,Tanzania,Post-emergency,,68,26,,95,74,6,,921,49743,19509,,,,,,,,,
54388598,5/29/2023,7/2/2023,4297,Nyarugusu Congolese,Tanzania,Post-emergency,,134,22,,88,67,6,,1174,88094,19509,,,,,,,,,
54408802,5/29/2023,7/2/2023,552,Adjumani,Uganda,Post-emergency,428,339,14,100,84,68,10,11,703,211143,19509,,,,,,,,,
54388610,5/29/2023,7/2/2023,554,Kyaka II,Uganda,Post-emergency,194,628,10,100,50,58,6,12,480,120111,19509,,,,,,,,,
54385165,5/1/2023,5/28/2023,209,Lovua settlement,Angola,Post-emergency,,66,21,,,72,6,6,1087,6527,19478,,,,,,,,,
54394347,5/1/2023,5/28/2023,622,Borgop,Cameroon,Post-emergency,440,,17,,,30,10,20,440,11001,19478,,,,,,,,,
54394351,5/1/2023,5/28/2023,451,Gado,Cameroon,Post-emergency,0,0,14,100,100,19,16,31,828,24859,19478,,,,,,,,,
54394356,5/1/2023,5/28/2023,453,Lolo,Cameroon,Post-emergency,541,379,14,100,100,21,14,28,568,11371,19478,,,,,,,,,
54394361,5/1/2023,5/28/2023,623,Mbile,Cameroon,Post-emergency,397,,15,,,37,8,16,429,10749,19478,,,,,,,,,
54394366,5/1/2023,5/28/2023,625,Minawao,Cameroon,Post-emergency,1345,218,17,100,100,20,11,21,1931,67590,19478,,,,,,,,,
54394372,5/1/2023,5/28/2023,624,Ngam,Cameroon,Post-emergency,0,,16,,,32,9,18,442,6642,19478,,,,,,,,,
54394377,5/1/2023,5/28/2023,3883,Ngarisingo,Cameroon,Post-emergency,0,,18,,,49,6,12,444,1332,19478,,,,,,,,,
54394383,5/1/2023,5/28/2023,461,Timangolo,Cameroon,Post-emergency,0,0,14,,,22,13,27,439,6155,19478,,,,,,,,,
54411862,5/1/2023,5/28/2023,573,Amnabak,Chad,Post-emergency,,1312,3,,100,15,27,,9622,28867,19478,,,,,,,,,
54412313,5/1/2023,5/28/2023,581,Iridimi,Chad,Post-emergency,,135,9,,0,21,20,,8473,25419,19478,,,,,,,,,
54412435,5/1/2023,5/28/2023,582,Kounoungou,Chad,Post-emergency,,90,17,,100,23,19,,5019,25095,19478,,,,,,,,,
54412446,5/1/2023,5/28/2023,583,Mile,Chad,Post-emergency,,155,14,,100,26,19,,5769,28849,19478,,,,,,,,,
54412781,5/1/2023,5/28/2023,584,Oure Cassoni,Chad,Post-emergency,,230,10,,99,22,16,,12166,36500,19478,,,,,,,,,
54411926,5/1/2023,5/28/2023,585,Touloum,Chad,Post-emergency,,133,11,,0,10,44,,10720,32161,19478,,,,,,,,,
54393658,5/1/2023,5/28/2023,602,Ali Adde,Djibouti,Post-emergency,,78,17,,100,27,13,,4283,17134,19478,,,,,,,,,
54393667,5/1/2023,5/28/2023,603,Holl Holl,Djibouti,Post-emergency,,79,12,,,13,24,3594,3594,7188,19478,,,,,,,,,
54386714,5/1/2023,5/28/2023,543,Bambasi,Ethiopia,Post-emergency,,137,18,,100,29,17,,1848,20332,19478,,,,,,,,,
54389639,5/1/2023,5/28/2023,533,Bokolmanyo,Ethiopia,Post-emergency,,,20,,86,0,,,,32262,19478,,,,,,,,,
54389696,5/1/2023,5/28/2023,541,Buramino,Ethiopia,Post-emergency,,,12,,100,7,78,,,47274,19478,,,,,,,,,
54389687,5/1/2023,5/28/2023,537,Hilaweyn,Ethiopia,Post-emergency,,,18,,100,7,68,,,48947,19478,,,,,,,,,
54389678,5/1/2023,5/28/2023,536,Kobe,Ethiopia,Post-emergency,,,18,,80,8,49,,,37527,19478,,,,,,,,,
54389668,5/1/2023,5/28/2023,535,Melkadida,Ethiopia,Post-emergency,,,14,,70,15,26,,,41804,19478,,,,,,,,,
54406770,5/1/2023,5/28/2023,4015,Nguenyyiel,Ethiopia,Post-emergency,,160,14,,97,17,26,19,1097,111958,19478,,,,,,,,,
54386715,5/1/2023,5/28/2023,525,Sherkole,Ethiopia,Post-emergency,,130,16,,100,36,11,,1128,13540,19478,,,,,,,,,
54407678,5/1/2023,5/28/2023,546,Tierkidi,Ethiopia,Post-emergency,,220,13,,0,12,42,304,,72448,19478,,,,,,,,,
54386716,5/1/2023,5/28/2023,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,176,15,,100,16,19,26,2274,43212,19478,,,,,,,,,
54386971,5/1/2023,5/28/2023,445,Arbat,Iraq,Post-emergency,,,69,100,100,100,5,5,,9114,19478,,,,,,,,,
54386972,5/1/2023,5/28/2023,446,Basirma,Iraq,Post-emergency,,5,81,100,100,100,6,5,760,2280,19478,,,,,,,,,
54386974,5/1/2023,5/28/2023,442,Kawergosk,Iraq,Post-emergency,,6,126,100,100,100,6,5,971,7770,19478,,,,,,,,,
54386975,5/1/2023,5/28/2023,444,Qushtapa,Iraq,Post-emergency,,7,110,100,100,100,6,6,95,8372,19478,,,,,,,,,
54386341,5/1/2023,5/28/2023,518,Dagahaley,Kenya,Post-emergency,,153,15,,82,46,11,,3078,129312,19478,,,,,,,,,
54386342,5/1/2023,5/28/2023,519,Hagadera,Kenya,Post-emergency,,151,18,,84,62,8,,1494,125546,19478,,,,,,,,,
54386343,5/1/2023,5/28/2023,520,Ifo,Kenya,Post-emergency,,101,19,,74,47,10,,2759,115903,19478,,,,,,,,,
54385038,5/1/2023,5/28/2023,313,Dzaleka,Malawi,Post-emergency,921,129,11,,,0,,,2556,51132,19478,,,,,,,,,
54391162,5/1/2023,5/28/2023,696,Abala,Niger,Post-emergency,,109,12,,,16,18,25,217,10000,19478,,,,,,,,,
54386870,5/1/2023,5/28/2023,4370,Chadakori,Niger,Post-emergency,,152,17,,,0,35,35,199,3190,19478,,,,,,,,,
54386871,5/1/2023,5/28/2023,4369,Dandaji Makao,Niger,Post-emergency,,279,4,,,0,33,32,174,2789,19478,,,,,,,,,
54386872,5/1/2023,5/28/2023,4371,Garin Kaka,Niger,Post-emergency,,115,33,,,0,25,29,100,1604,19478,,,,,,,,,
54391165,5/1/2023,5/28/2023,4382,Ouallam,Niger,Post-emergency,,87,19,,,18,24,24,2095,6287,19478,,,,,,,,,
54404167,5/1/2023,5/28/2023,3926,Sayam Forage,Niger,Post-emergency,,377,9,,100,17,18,27,8256,33026,19478,,,,,,,,,
54391204,5/1/2023,5/28/2023,4251,Adagom,Nigeria,Post-emergency,,82,12,100,67,8,22,34,1001,10010,19478,,,,,,,,,
54392205,5/1/2023,5/28/2023,4674,Ikyogen,Nigeria,Post-emergency,,223,9,100,100,14,34,34,1261,7570,19478,,,,,,,,,
54386743,5/1/2023,5/28/2023,629,Kigeme,Rwanda,Post-emergency,,81,16,,100,0,34,42,816,14700,19478,,,,,,,,,
54386400,5/1/2023,5/28/2023,627,Kiziba,Rwanda,Post-emergency,,74,34,,100,0,22,61,335,15410,19478,,,,,,,,,
54386277,5/1/2023,5/28/2023,631,Mahama,Rwanda,Post-emergency,,76,23,100,100,0,17,17,578,57835,19478,,,,,,,,,
54386740,5/1/2023,5/28/2023,630,Mugombwa,Rwanda,Post-emergency,,74,21,,100,0,25,36,829,11617,19478,,,,,,,,,
54386048,5/1/2023,5/28/2023,628,Nyabiheke,Rwanda,Post-emergency,,79,15,,100,0,17,42,339,12553,19478,,,,,,,,,
54386755,5/1/2023,5/28/2023,561,Abuda,Sudan,Post-emergency,,65,40,,,60,6,,,3530,19478,,,,,,,,,
54386756,5/1/2023,5/28/2023,563,Girba,Sudan,Post-emergency,,211,41,,,45,9,,,6344,19478,,,,,,,,,
54386758,5/1/2023,5/28/2023,564,Kilo 26,Sudan,Post-emergency,,328,32,,,50,8,,,9833,19478,,,,,,,,,
54386759,5/1/2023,5/28/2023,565,Shagarab I,Sudan,Post-emergency,,413,14,,,14,16,,,63527,19478,,,,,,,,,
54386900,5/1/2023,5/28/2023,4720,Tunaydba,Sudan,Post-emergency,,47,36,,100,10,10,14,330,22168,19478,,,,,,,,,
54386761,5/1/2023,5/28/2023,568,Wad Sharife,Sudan,Post-emergency,,129,25,,,42,9,,,17789,19478,,,,,,,,,
54388437,5/1/2023,5/28/2023,509,Nduta,Tanzania,Post-emergency,,77,33,,73,89,5,,882,76774,19478,,,,,,,,,
54386808,5/1/2023,5/28/2023,4296,Nyarugusu Burundian,Tanzania,Post-emergency,,68,26,,94,75,6,,918,49572,19478,,,,,,,,,
54386809,5/1/2023,5/28/2023,4297,Nyarugusu Congolese,Tanzania,Post-emergency,,125,24,,89,71,6,,1102,82650,19478,,,,,,,,,
54408801,5/1/2023,5/28/2023,552,Adjumani,Uganda,Post-emergency,428,335,14,80,95,68,10,11,698,209628,19478,,,,,,,,,
54382531,4/3/2023,4/30/2023,622,Borgop,Cameroon,Post-emergency,442,,18,,,33,9,18,502,11054,19448,,,,,,,,,
54382535,4/3/2023,4/30/2023,451,Gado,Cameroon,Post-emergency,0,0,15,,,20,15,29,1009,25238,19448,,,,,,,,,
54382539,4/3/2023,4/30/2023,453,Lolo,Cameroon,Post-emergency,557,390,16,,,20,15,29,585,11700,19448,,,,,,,,,
54382584,4/3/2023,4/30/2023,623,Mbile,Cameroon,Post-emergency,397,,14,,,37,8,16,432,10822,19448,,,,,,,,,
54382600,4/3/2023,4/30/2023,625,Minawao,Cameroon,Post-emergency,1345,246,14,,,15,12,24,2249,78722,19448,,,,,,,,,
54382588,4/3/2023,4/30/2023,624,Ngam,Cameroon,Post-emergency,0,,19,,,53,6,11,446,6692,19448,,,,,,,,,
54382592,4/3/2023,4/30/2023,3883,Ngarisingo,Cameroon,Post-emergency,0,,18,,,47,6,12,444,1332,19448,,,,,,,,,
54382593,4/3/2023,4/30/2023,461,Timangolo,Cameroon,Post-emergency,0,0,13,,,28,11,21,477,6683,19448,,,,,,,,,
54411861,4/3/2023,4/30/2023,573,Amnabak,Chad,Post-emergency,,1255,6,,89,15,27,,9622,28867,19448,,,,,,,,,
54412312,4/3/2023,4/30/2023,581,Iridimi,Chad,Post-emergency,,135,8,,94,21,20,,8473,25419,19448,,,,,,,,,
54412434,4/3/2023,4/30/2023,582,Kounoungou,Chad,Post-emergency,,86,16,,100,26,18,,4753,23765,19448,,,,,,,,,
54412445,4/3/2023,4/30/2023,583,Mile,Chad,Post-emergency,,150,17,,99,26,18,,5599,27996,19448,,,,,,,,,
54412780,4/3/2023,4/30/2023,584,Oure Cassoni,Chad,Post-emergency,,230,10,,99,22,16,,12166,36500,19448,,,,,,,,,
54411925,4/3/2023,4/30/2023,585,Touloum,Chad,Post-emergency,,133,14,,94,9,48,,10717,32152,19448,,,,,,,,,
54393657,4/3/2023,4/30/2023,602,Ali Adde,Djibouti,Post-emergency,,78,16,,100,27,13,,4283,17134,19448,,,,,,,,,
54393665,4/3/2023,4/30/2023,603,Holl Holl,Djibouti,Post-emergency,,79,10,,,13,24,3594,3594,7188,19448,,,,,,,,,
54383679,4/3/2023,4/30/2023,543,Bambasi,Ethiopia,Post-emergency,,137,20,,100,29,17,,1840,20243,19448,,,,,,,,,
54389641,4/3/2023,4/30/2023,533,Bokolmanyo,Ethiopia,Post-emergency,,,17,,95,0,,,,32220,19448,,,,,,,,,
54389697,4/3/2023,4/30/2023,541,Buramino,Ethiopia,Post-emergency,,,10,,100,6,88,,,47108,19448,,,,,,,,,
54389688,4/3/2023,4/30/2023,537,Hilaweyn,Ethiopia,Post-emergency,,,16,,100,7,68,,,48655,19448,,,,,,,,,
54389679,4/3/2023,4/30/2023,536,Kobe,Ethiopia,Post-emergency,,,19,,85,8,49,,,37463,19448,,,,,,,,,
54389669,4/3/2023,4/30/2023,535,Melkadida,Ethiopia,Post-emergency,,,14,,77,15,26,,,41670,19448,,,,,,,,,
54406769,4/3/2023,4/30/2023,4015,Nguenyyiel,Ethiopia,Post-emergency,,159,14,,100,12,33,21,1092,111407,19448,,,,,,,,,
54383680,4/3/2023,4/30/2023,525,Sherkole,Ethiopia,Post-emergency,,155,16,,100,36,11,,1122,13472,19448,,,,,,,,,
54407677,4/3/2023,4/30/2023,546,Tierkidi,Ethiopia,Post-emergency,,217,19,,83,12,42,300,,71458,19448,,,,,,,,,
54383681,4/3/2023,4/30/2023,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,175,15,,100,16,18,26,2266,43059,19448,,,,,,,,,
54383856,4/3/2023,4/30/2023,445,Arbat,Iraq,Post-emergency,,,76,100,100,100,5,5,,9114,19448,,,,,,,,,
54383857,4/3/2023,4/30/2023,446,Basirma,Iraq,Post-emergency,,5,81,100,100,100,6,5,759,2278,19448,,,,,,,,,
54383859,4/3/2023,4/30/2023,442,Kawergosk,Iraq,Post-emergency,,6,126,100,100,100,6,5,971,7768,19448,,,,,,,,,
54383860,4/3/2023,4/30/2023,444,Qushtapa,Iraq,Post-emergency,,7,110,100,100,100,6,6,95,8372,19448,,,,,,,,,
54384917,4/3/2023,4/30/2023,518,Dagahaley,Kenya,Post-emergency,,153,19,,70,46,11,,3079,129359,19448,,,,,,,,,
54384918,4/3/2023,4/30/2023,519,Hagadera,Kenya,Post-emergency,,151,18,,88,62,8,,1494,125569,19448,,,,,,,,,
54384919,4/3/2023,4/30/2023,520,Ifo,Kenya,Post-emergency,,107,15,,70,44,11,,2908,122165,19448,,,,,,,,,
54391161,4/3/2023,4/30/2023,696,Abala,Niger,Post-emergency,,109,12,,,16,18,25,217,10000,19448,,,,,,,,,
54383305,4/3/2023,4/30/2023,4370,Chadakori,Niger,Post-emergency,,133,21,,,0,30,30,174,2789,19448,,,,,,,,,
54383306,4/3/2023,4/30/2023,4369,Dandaji Makao,Niger,Post-emergency,,279,9,,,0,33,32,174,2789,19448,,,,,,,,,
54383308,4/3/2023,4/30/2023,4371,Garin Kaka,Niger,Post-emergency,,115,26,,,0,25,29,100,1604,19448,,,,,,,,,
54391164,4/3/2023,4/30/2023,4382,Ouallam,Niger,Post-emergency,,87,13,,,18,24,23,2086,6259,19448,,,,,,,,,
54404190,4/3/2023,4/30/2023,3926,Sayam Forage,Niger,Post-emergency,,377,9,,,16,18,27,8256,33026,19448,,,,,,,,,
54391202,4/3/2023,4/30/2023,4251,Adagom,Nigeria,Post-emergency,,84,12,100,33,8,22,35,1014,10140,19448,,,,,,,,,
54386742,4/3/2023,4/30/2023,629,Kigeme,Rwanda,Post-emergency,,80,16,,100,0,34,42,813,14634,19448,,,,,,,,,
54386396,4/3/2023,4/30/2023,627,Kiziba,Rwanda,Post-emergency,,77,32,,100,0,22,63,342,15761,19448,,,,,,,,,
54382546,4/3/2023,4/30/2023,631,Mahama,Rwanda,Post-emergency,,75,23,100,100,0,17,17,582,58206,19448,,,,,,,,,
54386739,4/3/2023,4/30/2023,630,Mugombwa,Rwanda,Post-emergency,,73,22,,100,0,25,36,823,11533,19448,,,,,,,,,
54382420,4/3/2023,4/30/2023,628,Nyabiheke,Rwanda,Post-emergency,,82,14,,100,0,18,43,349,12931,19448,,,,,,,,,
54382386,4/3/2023,4/30/2023,686,Ajoung Thok,South Sudan,Post-emergency,,353,31,,0,0,6,6,591,38473,19448,,,,,,,,,
54382387,4/3/2023,4/30/2023,3886,Pamir,South Sudan,Post-emergency,,476,23,,0,58,8,9,741,38570,19448,,,,,,,,,
54386745,4/3/2023,4/30/2023,561,Abuda,Sudan,Post-emergency,,65,35,,,60,6,,,3530,19448,,,,,,,,,
54386746,4/3/2023,4/30/2023,563,Girba,Sudan,Post-emergency,,211,41,,,45,9,,,6344,19448,,,,,,,,,
54386747,4/3/2023,4/30/2023,564,Kilo 26,Sudan,Post-emergency,,328,44,,,50,8,,,9833,19448,,,,,,,,,
54386748,4/3/2023,4/30/2023,565,Shagarab I,Sudan,Post-emergency,,413,13,,,14,16,,,63527,19448,,,,,,,,,
54386750,4/3/2023,4/30/2023,568,Wad Sharife,Sudan,Post-emergency,,129,21,,,42,9,,,17789,19448,,,,,,,,,
54388436,4/3/2023,4/30/2023,509,Nduta,Tanzania,Post-emergency,,72,26,,77,88,5,,882,76737,19448,,,,,,,,,
54386713,4/3/2023,4/30/2023,4296,Nyarugusu Burundian,Tanzania,Post-emergency,,68,24,,94,73,7,,917,49548,19448,,,,,,,,,
54386712,4/3/2023,4/30/2023,4297,Nyarugusu Congolese,Tanzania,Post-emergency,,125,24,,0,72,6,,1096,82263,19448,,,,,,,,,
54408800,4/3/2023,4/30/2023,552,Adjumani,Uganda,Post-emergency,428,334,14,90,90,68,10,11,698,209540,19448,,,,,,,,,
54382606,4/3/2023,4/30/2023,554,Kyaka II,Uganda,Post-emergency,150,630,10,97,100,57,7,12,480,120111,19448,,,,,,,,,
54382530,2/27/2023,4/2/2023,622,Borgop,Cameroon,Post-emergency,442,,18,,,33,9,18,502,11054,19417,,,,,,,,,
54382534,2/27/2023,4/2/2023,451,Gado,Cameroon,Post-emergency,0,0,15,,,20,15,29,1009,25238,19417,,,,,,,,,
54382538,2/27/2023,4/2/2023,453,Lolo,Cameroon,Post-emergency,557,390,16,,,20,15,29,585,11700,19417,,,,,,,,,
54382583,2/27/2023,4/2/2023,623,Mbile,Cameroon,Post-emergency,397,,14,,,37,8,16,432,10822,19417,,,,,,,,,
54382599,2/27/2023,4/2/2023,625,Minawao,Cameroon,Post-emergency,1345,246,14,,,15,13,25,2275,79632,19417,,,,,,,,,
54382587,2/27/2023,4/2/2023,624,Ngam,Cameroon,Post-emergency,0,,19,,,53,6,11,446,6692,19417,,,,,,,,,
54382591,2/27/2023,4/2/2023,3883,Ngarisingo,Cameroon,Post-emergency,0,,18,,,47,6,12,444,1332,19417,,,,,,,,,
54382596,2/27/2023,4/2/2023,461,Timangolo,Cameroon,Post-emergency,0,0,13,,,28,11,21,477,6683,19417,,,,,,,,,
54411860,2/27/2023,4/2/2023,573,Amnabak,Chad,Post-emergency,,1320,5,,93,12,31,,9622,28867,19417,,,,,,,,,
54380018,2/27/2023,4/2/2023,484,Dar Es Salam,Chad,Post-emergency,423,423,20,83,100,17,20,18,3640,18200,19417,,,,,,,,,
54412311,2/27/2023,4/2/2023,581,Iridimi,Chad,Post-emergency,,135,10,,93,23,19,,8473,25419,19417,,,,,,,,,
54412431,2/27/2023,4/2/2023,582,Kounoungou,Chad,Post-emergency,,84,15,,100,26,18,,4753,23765,19417,,,,,,,,,
54412444,2/27/2023,4/2/2023,583,Mile,Chad,Post-emergency,,150,16,,92,26,18,,5600,28004,19417,,,,,,,,,
54412779,2/27/2023,4/2/2023,584,Oure Cassoni,Chad,Post-emergency,,230,10,,93,22,16,,12166,36500,19417,,,,,,,,,
54411924,2/27/2023,4/2/2023,585,Touloum,Chad,Post-emergency,,133,11,,92,10,43,,10717,32152,19417,,,,,,,,,
54393656,2/27/2023,4/2/2023,602,Ali Adde,Djibouti,Post-emergency,,78,16,,100,27,13,,4283,17134,19417,,,,,,,,,
